#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
160308	851396	856484	31905	36519	YDL159W	YHR084W	STE7	STE12	mitogen-activated protein kinase kinase STE7|L000002117	homeodomain family transcription factor STE12|L000002119	Synthetic Rescue	genetic	Dolan JW (1990)	2193847	559292	559292	Low Throughput	-	-	mating response:wild type	-	-	BIOGRID
160509	851396	856484	31905	36519	YDL159W	YHR084W	STE7	STE12	mitogen-activated protein kinase kinase STE7|L000002117	homeodomain family transcription factor STE12|L000002119	Dosage Rescue	genetic	Schrick K (1997)	9286665	559292	559292	Low Throughput	-	-	mating efficiency:partial rescue	-	-	BIOGRID
160561	851396	856484	31905	36519	YDL159W	YHR084W	STE7	STE12	mitogen-activated protein kinase kinase STE7|L000002117	homeodomain family transcription factor STE12|L000002119	Phenotypic Enhancement	genetic	Liu H (1993)	8259520	559292	559292	Low Throughput	-	-	filamentous growth	-	-	BIOGRID
250925	851396	853650	31905	33937	YDL159W	YKL185W	STE7	ASH1	mitogen-activated protein kinase kinase STE7|L000002117	DNA-binding transcription repressor ASH1|L000003058	Dosage Rescue	genetic	Chandarlapaty S (1998)	9566907	559292	559292	Low Throughput	-	-	pseudohyphal growth:partial rescue	-	-	BIOGRID
543142	851700	851542	32178	32035	YDR122W	YDL020C	KIN1	RPN4	serine/threonine protein kinase KIN1|L000000901	SON1|UFD5|stress-regulated transcription factor RPN4|L000001984	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.895235	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
156849	851724	856076	32200	36147	YDR146C	YPL031C	SWI5	PHO85	DNA-binding transcription factor SWI5|L000002253	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	Phenotypic Enhancement	genetic	Aerne BL (1998)	9529390	559292	559292	Low Throughput	-	-	heat sensitivity	-	-	BIOGRID
321964	851724	856425	32200	36461	YDR146C	YHR030C	SWI5	SLT2	DNA-binding transcription factor SWI5|L000002253	BYC2|LYT2|MPK1|SLK2|mitogen-activated serine/threonine-protein kinase SLT2|L000001919	Negative Genetic	genetic	Fiedler D (2009)	19269370	559292	559292	High Throughput	-14.461545	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BIOGRID
321986	851724	851273	32200	31800	YDR146C	YAR018C	SWI5	KIN3	DNA-binding transcription factor SWI5|L000002253	FUN52|NPK1|serine/threonine protein kinase KIN3|L000000903	Positive Genetic	genetic	Fiedler D (2009)	19269370	559292	559292	High Throughput	2.566076	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BIOGRID
322962	851724	852101	32200	32542	YDR146C	YDR490C	SWI5	PKH1	DNA-binding transcription factor SWI5|L000002253	serine/threonine protein kinase PKH1|L000004616	Positive Genetic	genetic	Fiedler D (2009)	19269370	559292	559292	High Throughput	2.244529	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BIOGRID
322979	851724	852119	32200	32559	YDR146C	YDR507C	SWI5	GIN4	DNA-binding transcription factor SWI5|L000002253	ERC47|protein kinase GIN4|L000002876	Positive Genetic	genetic	Fiedler D (2009)	19269370	559292	559292	High Throughput	4.015775	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BIOGRID
323039	851724	856807	32200	36819	YDR146C	YER075C	SWI5	PTP3	DNA-binding transcription factor SWI5|L000002253	tyrosine protein phosphatase PTP3|L000003996	Positive Genetic	genetic	Fiedler D (2009)	19269370	559292	559292	High Throughput	3.008105	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BIOGRID
323988	851724	853350	32200	33662	YDR146C	YJL095W	SWI5	BCK1	DNA-binding transcription factor SWI5|L000002253	LAS3|SAP3|SLK1|SSP31|mitogen-activated protein kinase kinase kinase BCK1|L000000162	Negative Genetic	genetic	Fiedler D (2009)	19269370	559292	559292	High Throughput	-6.882979	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BIOGRID
324357	851724	853818	32200	34085	YDR146C	YKL048C	SWI5	ELM1	DNA-binding transcription factor SWI5|L000002253	LDB9|serine/threonine protein kinase ELM1|L000000548	Positive Genetic	genetic	Fiedler D (2009)	19269370	559292	559292	High Throughput	4.186928	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BIOGRID
325329	851724	855568	32200	35675	YDR146C	YNL154C	SWI5	YCK2	DNA-binding transcription factor SWI5|L000002253	serine/threonine protein kinase YCK2|L000002501	Positive Genetic	genetic	Fiedler D (2009)	19269370	559292	559292	High Throughput	2.980436	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BIOGRID
325484	851724	855766	32200	35856	YDR146C	YNR032W	SWI5	PPG1	DNA-binding transcription factor SWI5|L000002253	putative serine/threonine-protein kinase PPG1|L000001470	Negative Genetic	genetic	Fiedler D (2009)	19269370	559292	559292	High Throughput	-2.669635	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BIOGRID
325787	851724	855953	32200	36033	YDR146C	YPL150W	SWI5	YPL150W	DNA-binding transcription factor SWI5|L000002253	non-specific serine/threonine protein kinase	Positive Genetic	genetic	Fiedler D (2009)	19269370	559292	559292	High Throughput	2.864502	-	colony size	An Epistatic MiniArray Profile (E-MAP) analysis was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score > 2.0 for positive interactions (suppression)  and S score < -2.5 for negative interactions (synthetic sick/lethality).	-	BIOGRID
540765	851724	851273	32200	31800	YDR146C	YAR018C	SWI5	KIN3	DNA-binding transcription factor SWI5|L000002253	FUN52|NPK1|serine/threonine protein kinase KIN3|L000000903	Positive Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	2.000153	-	colony size	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants.  Genetic interactions were considered significant if they had an S score >= 2.0 for positive interactions (epistatic or suppressor interactions) and S score <= -2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
855531	851724	856425	32200	36461	YDR146C	YHR030C	SWI5	SLT2	DNA-binding transcription factor SWI5|L000002253	BYC2|LYT2|MPK1|SLK2|mitogen-activated serine/threonine-protein kinase SLT2|L000001919	Synthetic Lethality	genetic	Meitinger F (2013)	23468594	559292	559292	Low Throughput	-	-	inviable	-	-	BIOGRID
2096099	851724	856425	32200	36461	YDR146C	YHR030C	SWI5	SLT2	DNA-binding transcription factor SWI5|L000002253	BYC2|LYT2|MPK1|SLK2|mitogen-activated serine/threonine-protein kinase SLT2|L000001919	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.3716	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: swi5 - slt2 [SGA score = -0.3716, P-value = 5.473E-13]	-	BIOGRID
2096105	851724	853350	32200	33662	YDR146C	YJL095W	SWI5	BCK1	DNA-binding transcription factor SWI5|L000002253	LAS3|SAP3|SLK1|SSP31|mitogen-activated protein kinase kinase kinase BCK1|L000000162	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.5834	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: swi5 - bck1 [SGA score = -0.5834, P-value = 1.003E-48]	-	BIOGRID
2096110	851724	853522	32200	33816	YDR146C	YJR059W	SWI5	PTK2	DNA-binding transcription factor SWI5|L000002253	STK2|protein kinase PTK2|L000003492	Negative Genetic	genetic	Costanzo M (2016)	27708008	559292	559292	High Throughput	-0.2408	-	colony size	Genetic interactions were considered significant if they had a p-value < 0.05 and an SGA score > 0.16 for positive interactions and SGA score < -0.12 for negative interactions.|alleles: swi5 - ptk2 [SGA score = -0.2408, P-value = 4.053E-5]	-	BIOGRID
343659	851799	852797	32267	33167	YDR213W	YGL083W	UPC2	SCY1	MOX4	L000003258	Phenotypic Suppression	genetic	Sullivan DP (2009)	19060182	559292	559292	Low Throughput	-	-	chemical compound accumulation:wild type	high cholesterol uptake seen in UPC2 mutants reduced	-	BIOGRID
542445	851799	852265	32267	32682	YDR213W	YBL016W	UPC2	FUS3	MOX4	DAC2|mitogen-activated serine/threonine-protein kinase FUS3|L000000655	Positive Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	2.265453	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
542736	851799	851558	32267	32048	YDR213W	YDL006W	UPC2	PTC1	MOX4	CWH47|KCS2|TPD1|type 2C protein phosphatase PTC1|L000000890|L000001523	Positive Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	2.018501	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543415	851799	850453	32267	31063	YDR213W	YCR091W	UPC2	KIN82	MOX4	FPK2|putative serine/threonine protein kinase KIN82|L000000906	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-2.828124	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543543	851799	850334	32267	30960	YDR213W	YCL024W	UPC2	KCC4	MOX4	-	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-3.502815	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
543635	851799	851273	32267	31800	YDR213W	YAR018C	UPC2	KIN3	MOX4	FUN52|NPK1|serine/threonine protein kinase KIN3|L000000903	Negative Genetic	genetic	Bandyopadhyay S (2010)	21127252	559292	559292	High Throughput	-4.53078	-	colony size|resistance to chemicals	An Epistatic MiniArray Profile (E-MAP) approach was used to quantitatively score genetic interactions based on fitness defects estimated from the colony size of double versus single mutants in MMS-treated conditions.  Genetic interactions were considered significant if they had an S score >=2.0 for positive interactions (epistatic or suppressor interactions) and S score <=2.5 for negative interactions (synthetic sick/lethal interactions).	-	BIOGRID
368564	851834	853751	32298	34024	YDR247W	YKL109W	VHS1	HAP4	putative serine/threonine protein kinase VHS1	transcription factor HAP4|L000000754	Positive Genetic	genetic	Costanzo M (2010)	20093466	559292	559292	High Throughput	0.1691	-	colony size	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.	-	BIOGRID
